name,price,link
"SAKO .308 WIN 157A TRG PRECISION 11,3 G",2.60 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-308-win-157a-trg-precision-113-g-_4m6kd4/
"SAKO .243 WIN DEERHEAD 130E 6,5 G",2.60 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-243-win-deerhead-130e-65-g-_55hz4c/
WINCHESTER .223 REM BALLISTIC SILVERTIP 55 GR/3.56 G CARTRIDGE,2.60 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/winchester/winchester-223-rem-ballistic-silvertip-55-gr-356-g-cartridge-_5wslfg/
"NORMA WHITETAIL 7 MM REM. MAG. 9,7 G",2.60 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-whitetail-7-mm-rem-mag-97-g-_foh14y/
"NORMA WHITETAIL .30-06 SPR. 11,7 G",2.61 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-whitetail-30-06-spr-117-g-_s1vzfm/
"NORMA ALASKA 6,5x55 SE 10,1 G",2.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-alaska-65x55-se-101-g-_i0uasu/
"LAPUA .308 WIN SCENAR 12,0 G",2.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/lapua/lapua-308-win-scenar-120-g-_z5hiho/
"LAPUA .308 WIN SCENAR-L 11,3 G",2.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/lapua/lapua-308-win-scenar-l-113-g-_cwiipn/
"NORMA 8x57 JRS ORYX 12,7 G",2.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-8x57-jrs-oryx-127-g-_yuahmj/
"S&B .308 WIN. HPC 11,7 G",2.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-308-win-hpc-117-g-_8a9e4f/
"SAKO .308 WIN 106A GAMEHEAD PRO 9,7 G",2.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-308-win-106a-gamehead-pro-97-g-_kyiapt/
"LAPUA .308 WIN SCENAR 10,85 G",2.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/lapua/lapua-308-win-scenar-1085-g-_qnjixm/
"SAKO .308 WIN 107A GAMEHEAD PRO 10,7 G",2.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-308-win-107a-gamehead-pro-107-g-_77hahu/
"NORMA TIPSTRIKE 6,5x55 SE 9.1 G ",2.70 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-tipstrike-65x55-se-91-g-_klx6lb/
"SAKO 6,5 CREEDMOOR 160H TRG PRECISION 8,8 G",2.70 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-65-creedmoor-160h-trg-precision-88-g-_9v9l11/
"S&B .270 WIN XRG 8,4 G ",2.70 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-270-win-xrg-84-g-_78vbv8/
"NORMA 8x57 JRS VULKAN 12,7 G",2.70 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-8x57-jrs-vulkan-127-g-_235gio/
"SAKO 7 x 65R 216B HAMMERHEAD 11,0 G",2.70 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-7-x-65r-216b-hammerhead-110-g-_bvhmst/
"NORMA WHITETAIL .300 WIN MAG 9,7 G",2.72 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-whitetail-300-win-mag-97-g-_jsy0ki/
"NORMA .30-06 SPR. ORYX 10,7 G",2.72 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-30-06-spr-oryx-107-g-_6kncj6/
"NORMA .308 WIN. ORYX 11,7 G",2.75 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-308-win-oryx-117-g-_aahfw7/
"SAKO .30-06 SPR 107A GAMEHEAD PRO 10,7 G",2.75 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-30-06-spr-107a-gamehead-pro-107-g-_wpb960/
"NORMA 7 X 64 ORYX 10,1 G",2.76 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-7-x-64-oryx-101-g-_0uijeb/
"S&B 7 X 57R XRG 10,2 G",2.77 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-7-x-57r-xrg-102-g-_o8razc/
"NORMA .30-06 ORYX 11,7G",2.79 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-30-06-oryx-117g-_10yboq/
"S&B 7 X 57R TXRG 9,7 G",2.79 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-7-x-57r-txrg-97-g-_ahqard/
"S&B .308 WIN. PTS HORNADY 11,7 G",2.79 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-308-win-pts-hornady-117-g-_3mbpti/
"S&B 6,5x55 SE XRG 8.4 G ",2.79 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-65x55-se-xrg-84-g-_eqt8ni/
"SAKO 6,5 CREEDMOOR 109H GAMEHEAD PRO 9,1 G",2.80 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-65-creedmoor-109h-gamehead-pro-91-g-_7z2f59/
WINCHESTER .30-06 SPR EXTREME POINT COPPER IMPACT 150 GR/9.7 G CARTRIDGE,2.82 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/winchester/winchester-30-06-spr-extreme-point-copper-impact-150-gr-97-g-cartridge-_s5rl7h/
"LAPUA .30-06G SPR SP MEGA 12,0 G",2.84 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/lapua/lapua-30-06g-spr-sp-mega-120-g-_6eskxd/
"LAPUA .30-06 SPR SP MEGA 13,0 G",2.84 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/lapua/lapua-30-06-spr-sp-mega-130-g-_snrkpe/
"NORMA VULKAN 6,5x55 SE 10,1 G",2.84 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-vulkan-65x55-se-101-g-_vrvb0t/
WINCHESTER 7 MM REM POWER POINT 11.34 G CARTRIDGE,2.84 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/winchester/winchester-7-mm-rem-power-point-1134-g-cartridge-_fztc48/
"NORMA 6,5x55 SE EVOSTRIKE 6,0 G",2.84 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-65x55-se-evostrike-60-g-_u929yb/
"NORMA BONDSTRIKE 6,5x55 SE 9,27 G",2.85 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-bondstrike-65x55-se-927-g-_anai4w/
"NORMA .308 WIN. ORYX 10,7 G",2.87 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-308-win-oryx-107-g-_stmcb7/
"NORMA TIPSTRIKE 7x65 R 10,4 G",2.90 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-tipstrike-7x65-r-104-g-_mngnme/
"NORMA WHITETAIL 8x57 JS 12,7 G",2.90 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-whitetail-8x57-js-127-g-_aefrk3/
"S&B .30-06 SPR TXRG 10,7 G",2.90 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-30-06-spr-txrg-107-g-_izoabf/
"SAKO .8 X 57 JS 201F HAMMERHEAD 13,0 G",2.90 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-8-x-57-js-201f-hammerhead-130-g-_dvpokl/
"NORMA 7,62 X 54R ALASKA 11,7 G",2.90 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-762-x-54r-alaska-117-g-_9tibfb/
"S&B .300 WIN. MAG. SPCE 11,7 G",2.93 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-300-win-mag-spce-117-g-_c4xe28/
NORMA .30-06 SPR. EVOSTRIKE 9 G,2.93 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-30-06-spr-evostrike-9-g-_ozz9ae/
"NORMA BONDSTRIKE .308 WIN. 11,7 G",2.94 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-bondstrike-308-win-117-g-_ibgazd/
"S&B 6,5x55 SE TXRG 7.8 G ",2.95 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-65x55-se-txrg-78-g-_68v93g/
"NORMA TIPSTRIKE .308 WIN. 11,0 G",2.95 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-tipstrike-308-win-110-g-_kbocr5/
"NORMA 7 X 57R FMJ 9,7 G",3.00 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-7-x-57r-fmj-97-g-_a41nls/
"NORMA TIPSTRIKE 6,5 CREEDMOOR 9,1 G / 140 GR",3.00 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-tipstrike-65-creedmoor-91-g-140-gr-_e71zjv/
"NORMA .30-06 SPR. ORYX 13,0G",3.00 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-30-06-spr-oryx-130g-_7io9h0/
"NORMA WHITETAIL 9,3x62 18,5 G",3.00 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-whitetail-93x62-185-g-_tfi1cx/
"S&B .30-06 SPR. PTS HORNADY 11,7 G",3.00 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-30-06-spr-pts-hornady-117-g-_v4dq9g/
"NORMA ORYX SILENCER .30-06 SPR. 11,7 G",3.01 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-oryx-silencer-30-06-spr-117-g-_q0n0qu/
"NORMA .308 WIN. VULKAN 11,7 G",3.03 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-308-win-vulkan-117-g-_zsbekd/
"NORMA EVOSTRIKE 9,3x62 11,9 G ",3.04 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-evostrike-93x62-119-g-_cb800g/
"NORMA ORYX SILENCER .308 WIN.10,7 G",3.04 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-oryx-silencer-308-win107-g-_hip16s/
"SAKO .300 WIN MAG 153A GAMEHEAD 11,7 G",3.05 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-300-win-mag-153a-gamehead-117-g-_iya8y1/
"NORMA BONDSTRIKE .30-06 SPR. 11,7 G",3.05 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-bondstrike-30-06-spr-117-g-_4kfare/
"NORMA ECOSTRIKE .308 WIN. 10,7 G CARTRIDGE",3.09 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-308-win-107-g-cartridge-_iq371w/
"NORMA ECOSTRIKE .30-06 SPR. 10,7 G",3.09 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-30-06-spr-107-g-_g9efdr/
"NORMA ORYX 7x65 R 11,0 G",3.10 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-oryx-7x65-r-110-g-_o5grs2/
"NORMA .30-06 SPR. VULKAN 11,7G",3.10 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-30-06-spr-vulkan-117g-_sj0c4o/
"NORMA VULKAN 8x57 JS 12,7 G",3.10 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-vulkan-8x57-js-127-g-_d2dabg/
"S&B 7MM REM MAG XRG 10,2 G",3.11 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-7mm-rem-mag-xrg-102-g-_0wuvkm/
LAPUA .308 WIN SUBSONIC 13 G,3.15 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/lapua/lapua-308-win-subsonic-13-g-_ehl9ud/
"NORMA ECOSTRIKE 7x65 R 9,1 G",3.15 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-7x65-r-91-g-_1xg0wz/
"SAKO 7MM REM. MAG. HAMMERHEAD 11,0G",3.17 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-7mm-rem-mag-hammerhead-110g-_y0aeoq/
"NORMA TIPSTRIKE .30-06 SPR. 11,0 G",3.17 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-tipstrike-30-06-spr-110-g-_y2pcz4/
BROWNING .30-06 SPR BXC 12 G CARTRIDGE,3.21 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/browning/browning-30-06-spr-bxc-12-g-cartridge-_jntlnf/
"NORMA ALASKA 9,3x62 18,5 G",3.21 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-alaska-93x62-185-g-_5nkoia/
WINCHESTER .308 WIN EXTREME POINT LEAD  9.7 G CARTRIDGE,3.21 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/winchester/winchester-308-win-extreme-point-lead-97-g-cartridge-_p9cgbp/
"NORMA EVOSTRIKE .6.5 CREEDMOOR 6,0 G",3.21 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-evostrike-65-creedmoor-60-g-_a0bby2/
"S&B 6,5 CREEDMOOR TXRG 7,8 G",3.21 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-65-creedmoor-txrg-78-g-_rgaum6/
"NORMA ECOSTRIKE 6,5x55 SE 7,8 G",3.22 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-65x55-se-78-g-_75ksny/
"NORMA ORYX SILENCER 8x57 JS 12,7 G",3.26 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-oryx-silencer-8x57-js-127-g-_19vs5k/
"NORMA ECOSTRIKE .30-06 SPR. 9,7 G",3.29 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-30-06-spr-97-g-_btqd73/
"NORMA TIPSTRIKE 9,3x62 16,5 G",3.30 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-tipstrike-93x62-165-g-_39ircr/
" SAKO 6,5x55 SE 657H POWERHEAD BLADE 7,8 G",3.30 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-65x55-se-657h-powerhead-blade-78-g-_fkav4t/
"S&B .300 WIN. MAG. XRG 11,7 G",3.31 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-300-win-mag-xrg-117-g-_rhm9vh/
NORMA .308 WIN EVOSTRIKE 9 G,3.32 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-308-win-evostrike-9-g-_gi19qc/
"NORMA TIPSTRIKE SILENCER  .308 WIN. 11,0 G",3.34 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-tipstrike-silencer-308-win-110-g-_fnis80/
"NORMA ECOSTRIKE 6,5 CREEDMOOR 7,8 G",3.34 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-65-creedmoor-78-g-_o6f0p0/
SAKO .308 WIN 645A POWERHEAD BLADE 9.7 G CARTRIDGE,3.35 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-308-win-645a-powerhead-blade-97-g-cartridge-_pqjiws/
"SAKO .300 WIN. MAG. 228A HAMMERHEAD 14,3 G",3.35 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-300-win-mag-228a-hammerhead-143-g-_j4sp8i/
"SAKO 6,5 CREEDMOOR POWERHEAD BLADE 7.8 G",3.35 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-65-creedmoor-powerhead-blade-78-g-_y7wfw9/
"SAKO .300 WIN. MAG. 236A SUPER HAMMERHEAD 11,7 G",3.35 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-300-win-mag-236a-super-hammerhead-117-g-_f4cloy/
"NORMA ECOSTRIKE SILENCER .30-06 SPR. 9,7 G",3.36 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-silencer-30-06-spr-97-g-_4z26tx/
"S&B 9,3x62 SP 18,5 G",3.36 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-93x62-sp-185-g-_v0a6de/
"S&B .300 WIN. MAG. TXRG 11,7 G",3.36 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-300-win-mag-txrg-117-g-_dql9ni/
"NORMA ECOSTRIKE SILENCER .308 WIN. 9,7 G",3.39 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-silencer-308-win-97-g-_kzwc37/
"NORMA ECOSTRIKE V2 8x57 JS 10,4 G",3.40 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-v2-8x57-js-104-g-_q8zcr4/
"NORMA 8x57 JS ORYX 12,7 G",3.40 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-8x57-js-oryx-127-g-_qteajf/
"NORMA 8x57 JS ECOSTRIKE SILENCER 10,4 G",3.40 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-8x57-js-ecostrike-silencer-104-g-_8wfnef/
NORMA 8x577 JS. EVOSTRIKE 9 G,3.40 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-8x577-js-evostrike-9-g-_b8y92f/
SAKO .30-06 SPR 657A POWERHEAD BLADE 11 G CARTRIDGE,3.40 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-30-06-spr-657a-powerhead-blade-11-g-cartridge-_khgi8v/
"SAKO .30-06 SPR 655A POWERHEAD BLADE 10,5 G CARTRIDGE",3.40 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-30-06-spr-655a-powerhead-blade-105-g-cartridge-_bziiot/
"SAKO .30-06 SPR 659A POWERHEAD BLADE 11,3 G ",3.40 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-30-06-spr-659a-powerhead-blade-113-g-_y8higu/
NORMA .300 WIN. MAG. ORYX 13 G,3.43 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-300-win-mag-oryx-13-g-_guh3qp/
"S&B .300 WIN. MAG. PTS 11,7 G",3.44 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-300-win-mag-pts-117-g-_3mzei6/
"LAPUA SP MEGA 9,3x62 18,5 G",3.45 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/lapua/lapua-sp-mega-93x62-185-g-_4ekj5l/
"NORMA TIPSTRIKE SILENCER .30-06 SPR.  11,0 G",3.45 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-tipstrike-silencer-30-06-spr-110-g-_tejsfz/
"NORMA ECOSTRIKE .308 WIN. 9,7 G",3.45 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-308-win-97-g-_0ehnud/
"NORMA ECOSTRIKE V2 .30-06 SPR. 9,7 G",3.45 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-v2-30-06-spr-97-g-_yqxcb6/
"SAKO .300 WIN MAG 107A GAMEHEAD PRO 10,7 G",3.45 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-300-win-mag-107a-gamehead-pro-107-g-_24wq4e/
"SAKO 6.5 CREEDMOOR 123H DEERHEAD 10,1 G",3.51 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-65-creedmoor-123h-deerhead-101-g-_rdykbu/
"S&B .300 WIN MAG HPBT/OTM 10,9 G",3.55 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-300-win-mag-hpbt-otm-109-g-_3prj4x/
"LAPUA .30-06 SPR. NATURALIS 11,0 G",3.56 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/lapua/lapua-30-06-spr-naturalis-110-g-_x4ls18/
"NORMA 7 X 57R ORYX 10,1G",3.56 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-7-x-57r-oryx-101g-_z0q9wy/
"LAPUA .308 WIN. NATURALIS 11,0 G",3.56 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/lapua/lapua-308-win-naturalis-110-g-_avms97/
"LAPUA NATURALIS 6,5x55 SE 9,1 G",3.61 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/lapua/lapua-naturalis-65x55-se-91-g-_tvqt53/
"NORMA VULKAN 9,3x62 15,0 G",3.64 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-vulkan-93x62-150-g-_u299fk/
"NORMA TIPSTRIKE 300 WIN. MAG. 11,0 G",3.64 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-tipstrike-300-win-mag-110-g-_mr4d61/
"S&B 8x57 JS XRG 12,7 G",3.64 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-8x57-js-xrg-127-g-_yzk6nr/
"NORMA BONDSTRIKE 7 MM REM. MAG. 10,7 G",3.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-bondstrike-7-mm-rem-mag-107-g-_pihr4s/
"NORMA PPDC 9,3x62 18,5 G",3.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ppdc-93x62-185-g-_7ta9nj/
"NORMA BONDSTRIKE .300 WIN. MAG. 11,7 G",3.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-bondstrike-300-win-mag-117-g-_w2hb7c/
"NORMA .270 WSM NOSLER BST 8,4 G",3.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-270-wsm-nosler-bst-84-g-_fd4o9p/
" NORMA 7MM REM. MAG. PPDC 11,0 G",3.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-7mm-rem-mag-ppdc-110-g-_8kveay/
"SAKO .8 X 57 JS 655F POWERHEAD BLADE 11,7 G",3.65 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-8-x-57-js-655f-powerhead-blade-117-g-_szehsx/
"NORMA 7MM REM. MAG. VULKAN 11,0 G",3.66 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-7mm-rem-mag-vulkan-110-g-_mbweix/
"NORMA ECOSTRIKE .300 WIN. MAG. 10,7 G",3.66 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-300-win-mag-107-g-_2idf5s/
"SAKO .308 WIN. 656A POWERHEAD BLADE 10,5 G CARTRIDGE",3.66 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-308-win-656a-powerhead-blade-105-g-cartridge-_wn1kzr/
"NORMA ECOSTRIKE 8x57 JRS 10,4 G",3.71 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-8x57-jrs-104-g-_orcext/
"NORMA .300 WIN. MAG. ORYX 11,7 G",3.71 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-300-win-mag-oryx-117-g-_f2lc38/
"SAKO .300 WIN. MAG. SUPER HAMMERHEAD 11,7 G",3.71 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-300-win-mag-super-hammerhead-117-g-_40yk02/
"NORMA ORYX 9,3x62 15,0 G",3.75 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-oryx-93x62-150-g-_zbca3h/
"SAKO 7 MM REM MAG GAMEHEAD PRO 10,7 G",3.75 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-7-mm-rem-mag-gamehead-pro-107-g-_kgvfoa/
" S&B 8x57 JS TXRG 11,7 G CARTRIDGE",3.76 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-8x57-js-txrg-117-g-cartridge-_fzg5rv/
"NORMA ORYX 9,3x62 18,5 G",3.78 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-oryx-93x62-185-g-_lkb9vi/
"NORMA EVOSTRIKE 7 MM REM. MAG. 8,2 G",3.81 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-evostrike-7-mm-rem-mag-82-g-_chycj5/
S&B .30-06 SPR TXRG eXERGY 11.7 G BULLET,3.82 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-30-06-spr-txrg-exergy-117-g-bullet-_an580r/
"NORMA 9,3 X 74R PPDC 18,5 G",3.86 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-93-x-74r-ppdc-185-g-_5c0fet/
"NORMA ORYX 9,3x62 21,1 G",3.92 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-oryx-93x62-211-g-_wu2fur/
"NORMA ECOSTRIKE V2 9,3X62 16,2 G",4.01 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-v2-93x62-162-g-_09qf9n/
"SAKO 9,3X62 ARROWHEAD 16,2 G",4.01 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-93x62-arrowhead-162-g-_yqk5yt/
"SAKO POWERHEAD 9,3x62 16,2 G",4.01 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-powerhead-93x62-162-g-_bn7wwm/
"NORMA 7MM REM. MAG. ORYX 11,0 G",4.06 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-7mm-rem-mag-oryx-110-g-_02xeqw/
"NORMA .270 WSM ORYX 9,7 G",4.12 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-270-wsm-oryx-97-g-_nv2ntr/
"NORMA ECOSTRIKE 7 X 64 9,1 G",4.17 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-7-x-64-91-g-_7rgftp/
"NORMA VULKAN 9,3 X 74R 15,0 G",4.22 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-vulkan-93-x-74r-150-g-_gb897l/
"NORMA .30-06 SPR. SWIFT A-FRAME 11,7 G",4.23 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-30-06-spr-swift-a-frame-117-g-_43diag/
"NORMA ORYX SILENCER 9,3x62 18,5 G",4.27 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-oryx-silencer-93x62-185-g-_v92cq3/
"NORMA ECOSTRIKE 9,3x62 14,9 G",4.28 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-93x62-149-g-_v5en6g/
